time;Storage_PV6_H0-C;Storage_PV5_H0-L;Storage_PV5_G4-B;Storage_PV8_H0-B;Storage_PV2_H0-G;Storage_PV2_H0-B;Storage_PV5_H0-B;Storage_PV8_G5-A;lv_rural3;lv_semiurb4;lv_semiurb5
01.01.2016 04:30;0.079027;0.026068;0.076923;0.063025;0.121864;0.063025;0.063025;0.075802;0.086758;0.106742;0.07506
01.01.2016 04:45;0.079027;0.021407;0.083203;0.058824;0.074593;0.058824;0.058824;0.081633;0.051991;0.026685;0.069577
01.01.2016 05:00;0.115502;0.015821;0.091052;0.05042;0.102151;0.05042;0.05042;0.12105;0.064213;0.021067;0.082379
01.01.2016 05:15;0.135258;0.001679;0.084772;0.056022;0.095199;0.056022;0.056022;0.151603;0.050312;0.019663;0.090034
01.01.2016 05:30;0.06231;0.012232;0.083203;0.060224;0.015532;0.060224;0.060224;0.113703;0.028568;0.023876;0.066465
01.01.2016 05:45;0.089666;0.01676;0.10675;0.061625;0.082437;0.061625;0.061625;0.151603;0.045704;0.030899;0.089286
01.01.2016 06:00;0.079027;0.008355;0.136578;0.058824;0.043992;0.058824;0.058824;0.118134;0.065327;0.08427;0.080403
01.01.2016 06:15;0.092705;0.025994;0.166405;0.039216;0.001205;0.039216;0.039216;0.102041;0.10288;0.268258;0.071881
01.01.2016 06:30;0.092705;0.002487;0.160126;0.053221;0.043011;0.053221;0.027237;0.086064;0.096563;0.238764;0.073277
01.01.2016 06:45;0.071429;0.012232;0.127159;0.053221;0.035842;0.053221;0.053221;0.087464;0.091556;0.226124;0.06942
01.01.2016 07:00;0.083587;0.028532;0.169545;0.040616;0.035612;0.040616;0.042061;0.090379;0.081806;0.206461;0.074195
01.01.2016 07:15;0.069909;0.002001;0.117739;0.07423;0.03405;0.07423;0.032702;0.132711;0.085616;0.199438;0.076951
01.01.2016 07:30;0.068389;0.025994;0.161695;0.054622;0.027925;0.054622;0.054622;0.102041;0.084017;0.188202;0.077318
01.01.2016 07:45;0.080547;0.00995;0.131868;0.161064;0.021505;0.161064;0.153205;0.074402;0.096949;0.188202;0.106235
01.01.2016 08:00;0.080547;0.00909;0.138148;0.17507;0.012868;0.17507;0.17507;0.075802;0.117526;0.20927;0.11286
01.01.2016 08:15;0.071429;0.024465;0.147567;0.253142;0.020454;0.2507;0.276752;0.071487;0.13048;0.171348;0.146678
01.01.2016 08:30;0.029107;0.014266;0.130298;0.081232;0.03405;0.081232;0.081232;0.065656;0.081071;0.164326;0.071263
01.01.2016 08:45;0.050152;0.015401;0.164835;0.068627;0.02559;0.068627;0.068627;0.048163;0.072744;0.199438;0.070202
01.01.2016 09:00;0.050741;0.030581;0.105181;0.065826;0.02509;0.065826;0.065826;0.051079;0.089212;0.210674;0.061002
01.01.2016 09:15;0.033435;0.030527;0.124019;0.031622;0.011136;0.088235;0.029072;0.046647;0.06096;0.148876;0.053638
01.01.2016 09:30;0.068613;0.015291;0.122449;0.079832;0.016669;0.079832;0.079832;0.049563;0.037858;0.178371;0.069112
01.01.2016 09:45;0.06383;0.001786;0.103611;0.066418;0.035842;0.071429;0.066693;0.045248;0.085254;0.178371;0.062231
01.01.2016 10:00;0.051526;0.011666;0.128728;0.077031;0.033942;0.077031;0.077031;0.059825;0.095462;0.195225;0.070882
01.01.2016 10:15;0.048632;0.003822;0.10675;0.065762;0.028674;0.060224;0.065732;0.043732;0.078988;0.168539;0.058172
01.01.2016 10:30;0.026428;0.022936;0.097331;0.063025;0.014205;0.063025;0.063025;0.039417;0.057476;0.158708;0.052037
01.01.2016 10:45;0.003881;0.00467;0.142857;0.053419;0.002438;0.051821;0.053422;0.062741;0.02764;0.214888;0.054794
01.01.2016 11:00;0.008001;0.011355;0.117739;0.05042;0.017608;0.05042;0.05042;0.045248;0.073285;0.205056;0.049328
01.01.2016 11:15;0.06079;0.022936;0.103611;0.050096;0.03405;0.051821;0.050096;0.049563;0.151569;0.41573;0.056752
01.01.2016 11:30;0.059756;0.024187;0.103611;0.051821;0.023911;0.03082;0.051821;0.053994;0.063471;0.559796;0.053908
01.01.2016 11:45;0.005332;0.027523;0.100471;0.055111;0.023297;0.054622;0.055111;0.051079;0.044013;0.040686;0.050469
01.01.2016 12:00;0.048258;0.024495;0.095761;0.047619;0.011316;0.052537;0.047619;0.048163;0.185686;0.602528;0.050568
01.01.2016 12:15;0.110942;0.002437;0.095761;0.056121;0.026578;0.011395;0.056121;0.051079;0.213194;0.638317;0.056052
01.01.2016 12:30;0.070563;0.019878;0.097331;0.051821;0.489588;0.051821;0.051821;0.053994;0.265141;0.525281;0.11364
01.01.2016 12:45;0.009217;0.009903;0.097331;0.069979;0.421147;0.07481;0.069979;0.043732;0.162555;0.226725;0.103175
01.01.2016 13:00;0.009109;0.012484;0.10675;0.072829;0.096774;0.072829;0.072829;0.12828;0.052054;0.045541;0.081235
01.01.2016 13:15;0.015855;0.005428;0.094192;0.139867;0.060295;0.139345;0.139867;0.093294;0.087326;0.141366;0.093927
01.01.2016 13:30;0.097264;0.041769;0.098901;0.189738;0.005401;0.189795;0.189738;0.071487;0.150131;0.3022;0.113883
01.01.2016 13:45;0.082483;0.149664;0.095761;0.079832;0.245647;0.079832;0.079832;0.141458;0.31117;0.793539;0.117276
01.01.2016 14:00;0.085106;0.010942;0.11146;0.168067;0.09658;0.168067;0.168067;0.067055;0.193807;0.41087;0.115267
01.01.2016 14:15;0.075285;0.076453;0.1146;0.221592;0.094982;0.221586;0.221592;0.090379;0.205713;0.428711;0.141613
01.01.2016 14:30;0.018811;0.044343;0.092622;0.102241;0.202509;0.102241;0.102241;0.080233;0.252886;0.685393;0.096581
01.01.2016 14:45;0.028279;0.041284;0.10989;0.177871;0.112678;0.177871;0.177871;0.051079;0.163333;0.344294;0.112299
01.01.2016 15:00;0.025572;0.035168;0.100471;0.121936;0.157706;0.121936;0.121936;0.051079;0.080447;0.049958;0.094742
01.01.2016 15:15;0.115502;0.038226;0.122449;0.106322;0.440571;0.106322;0.106322;0.059825;0.222686;0.311798;0.139217
01.01.2016 15:30;0.290242;0.04117;0.105181;0.163866;0.115239;0.163866;0.163866;0.053994;0.210767;0.311798;0.138064
01.01.2016 15:45;0.334347;0.038226;0.102041;0.067227;0.110667;0.067227;0.067227;0.049563;0.17865;0.238923;0.104996
01.01.2016 16:00;0.163981;0.031131;0.100471;0.159218;0.508961;0.159218;0.159218;0.051079;0.197993;0.084684;0.167777
01.01.2016 16:15;0.027754;0.030581;0.10989;0.166667;0.049596;0.166667;0.166667;0.062741;0.105878;0.188202;0.102032
01.01.2016 16:30;0.182371;0.020356;0.175824;0.172128;0.078043;0.172128;0.172128;0.097726;0.133869;0.140247;0.14217
01.01.2016 16:45;0.220963;0.01682;0.128728;0.162975;0.009441;0.162975;0.162975;0.15895;0.162903;0.277421;0.13872
01.01.2016 17:00;0.162614;0.006273;0.178964;0.069301;0.358423;0.069301;0.069301;0.090379;0.24651;0.463483;0.133997
01.01.2016 17:15;0.230405;0.001017;0.185243;0.336134;0.431862;0.336134;0.336134;0.097726;0.356895;0.544274;0.253245
01.01.2016 17:30;0.224335;0.025303;0.135008;0.411513;0.227599;0.411513;0.411513;0.100641;0.304185;0.43118;0.249597
01.01.2016 17:45;0.063332;0.035168;0.167975;0.107631;0.241278;0.107631;0.107631;0.090379;0.194789;0.398733;0.121882
01.01.2016 18:00;0.132926;0.102309;0.136578;0.212885;0.240143;0.212885;0.212885;0.106472;0.213898;0.301966;0.170396
01.01.2016 18:15;0.427052;0.102446;0.138148;0.059757;0.173835;0.059757;0.059757;0.090379;0.233698;0.305519;0.136801
01.01.2016 18:30;0.276596;0.032997;0.177394;0.305322;0.128818;0.305322;0.305322;0.099125;0.270681;0.425562;0.210531
01.01.2016 18:45;0.246643;0.024465;0.11617;0.09286;0.013885;0.09286;0.09286;0.09481;0.150681;0.262675;0.102457
01.01.2016 19:00;0.148488;0.013378;0.150706;0.204482;0.191756;0.204482;0.204482;0.099125;0.21268;0.356742;0.160224
01.01.2016 19:15;0.171733;0.024465;0.150706;0.152913;0.206998;0.152913;0.152913;0.091895;0.158484;0.161481;0.144605
01.01.2016 19:30;0.214286;0.025663;0.119309;0.07349;0.159498;0.07349;0.07349;0.083149;0.149638;0.19382;0.107527
01.01.2016 19:45;0.43862;0.022936;0.174254;0.190476;0.09281;0.190476;0.190476;0.097726;0.269334;0.407404;0.180964
01.01.2016 20:00;0.334347;0.012476;0.095761;0.207769;0.005861;0.207769;0.207769;0.093294;0.204478;0.304775;0.150972
01.01.2016 20:15;0.222047;0.000347;0.105181;0.168067;0.145161;0.168067;0.168067;0.078717;0.148843;0.12406;0.13808
01.01.2016 20:30;0.235562;0.020293;0.095761;0.145156;0.162194;0.145156;0.145156;0.09481;0.124934;0.022392;0.13551
01.01.2016 20:45;0.445831;0.029052;0.10675;0.212885;0.143369;0.212885;0.212885;0.09481;0.209071;0.115855;0.185545
01.01.2016 21:00;0.302432;0.004585;0.10675;0.105363;0.115521;0.105363;0.105363;0.180758;0.189062;0.280899;0.139729
01.01.2016 21:15;0.205167;0.015291;0.100471;0.133053;0.12724;0.133053;0.133053;0.09621;0.126902;0.093305;0.123896
01.01.2016 21:30;0.712976;0.045249;0.100471;0.117421;0.203964;0.117421;0.117421;0.09481;0.252867;0.084851;0.188339
01.01.2016 21:45;0.427052;0.044343;0.081633;0.035424;0.215054;0.035424;0.035424;0.177843;0.232453;0.310393;0.137556
01.01.2016 22:00;0.000442;0.039163;0.105181;0.148459;0.176537;0.148459;0.148459;0.08898;0.136854;0.246051;0.111957
01.01.2016 22:15;0.070677;0.036697;0.078493;0.138944;0.150538;0.138944;0.138944;0.123965;0.080608;0.00299;0.115691
01.01.2016 22:30;0.396657;0.041513;0.075353;0.051722;0.115958;0.051722;0.051722;0.013254;0.177413;0.189607;0.096412
01.01.2016 22:45;0.347672;0.030581;0.080063;0.184874;0.009318;0.184874;0.184874;0.08898;0.143099;0.072817;0.141887
01.01.2016 23:00;0.215805;0.026012;0.065934;0.11856;0.145161;0.11856;0.11856;0.066406;0.107418;0.006141;0.111428
01.01.2016 23:15;0.036535;0.030581;0.080063;0.012023;0.157849;0.012023;0.012023;0.007429;0.084275;0.148876;0.043319
01.01.2016 23:30;0.161094;0.02938;0.073783;0.135854;0.112903;0.135854;0.135854;0.077318;0.142783;0.193862;0.110919
01.01.2016 23:45;0.139186;0.024465;0.064364;0.105777;0.044505;0.105777;0.105777;0.078406;0.099328;0.126404;0.08721
02.01.2016 00:00;0.144377;0.010381;0.000716;0.130252;0.089606;0.130252;0.130252;0.080233;0.098416;0.069318;0.092281
02.01.2016 00:15;0.171882;0.01682;0.130381;0.216696;0.090507;0.216696;0.216696;0.0772;0.117445;0.042312;0.148113
02.01.2016 00:30;0.167173;0.009045;0.098901;0.102294;0.069892;0.102294;0.102294;0.081633;0.097629;0.085674;0.097654
02.01.2016 00:45;0.196975;0.02613;0.080063;0.093838;0.055751;0.093838;0.093838;0.083662;0.097824;0.073034;0.094424
02.01.2016 01:00;0.138298;0.033639;0.039837;0.058824;0.071685;0.058824;0.058824;0.074402;0.06958;0.031221;0.068606
02.01.2016 01:15;0.074706;0.012426;0.023528;0.053221;0.069435;0.053221;0.053221;0.070172;0.043771;0.001296;0.054479
02.01.2016 01:30;0.142857;0.015291;0.141833;0.057423;0.008386;0.057423;0.057423;0.000561;0.058679;0.04073;0.062414
02.01.2016 01:45;0.121593;0.018989;0.213501;0.054622;0.080645;0.054622;0.054622;0.068571;0.057844;0.002972;0.091652
02.01.2016 02:00;0.12614;0.00642;0.214285;0.040159;0.068592;0.040159;0.040159;0.066225;0.058051;0.025281;0.08444
02.01.2016 02:15;0.089584;0.030581;0.213501;0.003422;0.071685;0.003422;0.003422;0.077318;0.046333;0.032359;0.069677
02.01.2016 02:30;0.000426;0.026414;0.098612;0.004285;0.075991;0.004285;0.004285;0.078516;0.026992;0.032303;0.04205
02.01.2016 02:45;0.072948;0.021407;0.064364;0.015056;0.00172;0.015056;0.015056;0.077318;0.031383;0.035409;0.039783
02.01.2016 03:00;0.030264;0.019172;0.006741;0.057423;0.0018;0.057423;0.057423;0.077189;0.03062;0.033708;0.041513
02.01.2016 03:15;0.001782;0.019878;0.025364;0.049584;0.005763;0.049584;0.049584;0.078717;0.022043;0.028856;0.038924
02.01.2016 03:30;0.003176;0.01826;0.143374;0.051821;0.057348;0.051821;0.051821;0.072421;0.033422;0.030899;0.063478
02.01.2016 03:45;0.006393;0.009887;0.21978;0.048959;0.058949;0.048959;0.048959;0.005099;0.032711;0.029563;0.062127
02.01.2016 04:00;0.056231;0.03211;0.226294;0.005575;0.071685;0.005575;0.005575;0.078717;0.031273;0.001476;0.068877
02.01.2016 04:15;0.058246;0.02604;0.119309;0.053221;0.073061;0.053221;0.053221;0.084989;0.048763;0.026685;0.07131
02.01.2016 04:30;0.06383;0.015291;0.064364;0.033538;0.073477;0.033538;0.033538;0.074402;0.04381;0.023183;0.053604
02.01.2016 04:45;0.072853;0.009047;0.012082;0.002585;0.057636;0.002585;0.002585;0.066797;0.034312;0.019663;0.03125
02.01.2016 05:00;0.068389;0.019353;0.066533;0.013689;0.073477;0.013689;0.013689;0.151075;0.038086;0.013058;0.0614
02.01.2016 05:15;0.08643;0.030581;0.097181;0.001625;0.077174;0.001625;0.001625;0.068571;0.042191;0.016854;0.049457
02.01.2016 05:30;0.086626;0.011464;0.22606;0.04902;0.078853;0.04902;0.04902;0.129796;0.052343;0.020377;0.098186
02.01.2016 05:45;0.081596;0.013761;0.220847;0.047931;0.09492;0.047931;0.047931;0.151789;0.05453;0.021067;0.102499
02.01.2016 06:00;0.074468;0.020786;0.042244;0.05042;0.078853;0.05042;0.05042;0.109388;0.054691;0.035147;0.0651
02.01.2016 06:15;0.066962;0.027523;0.052839;0.075519;0.055274;0.075519;0.075519;0.020817;0.088015;0.161164;0.056306
02.01.2016 06:30;0.007923;0.031639;0.317111;0.046218;0.064516;0.046218;0.046218;0.080233;0.036666;0.033946;0.092047
02.01.2016 06:45;0.072948;0.027523;0.239551;0.00736;0.075443;0.00736;0.00736;0.096343;0.090536;0.207865;0.077123
02.01.2016 07:00;0.059765;0.013525;0.156986;0.00231;0.037634;0.00231;0.00231;0.090379;0.079419;0.214201;0.054419
02.01.2016 07:15;0.074468;0.015481;0.059355;0.026132;0.028674;0.026132;0.026132;0.117257;0.085127;0.20927;0.053768
02.01.2016 07:30;0.094579;0.01682;0.024899;0.101153;0.009721;0.101153;0.101153;0.09621;0.089798;0.160495;0.072751
02.01.2016 07:45;0.094225;0.010188;0.160126;0.179953;0.023297;0.179953;0.179953;0.047031;0.112991;0.174157;0.115743
02.01.2016 08:00;0.114394;0.000594;0.273882;0.172269;0.026749;0.172269;0.172269;0.069971;0.13625;0.251888;0.137319
02.01.2016 08:15;0.104863;0.033639;0.086191;0.140056;0.007039;0.140056;0.140056;0.057977;0.093862;0.140449;0.091483
02.01.2016 08:30;0.100162;0.015956;0.353218;0.169884;0.02509;0.169884;0.155196;0.051079;0.092296;0.050799;0.141858
02.01.2016 08:45;0.086626;0.015291;0.326529;0.172269;0.015126;0.172269;0.172269;0.034182;0.069985;0.06871;0.134873
02.01.2016 09:00;0.101824;0.025994;0.368917;0.046826;0.019713;0.046826;0.084034;0.045248;0.081509;0.196629;0.105037
02.01.2016 09:15;0.086626;0.036697;0.333309;0.025181;0.027283;0.024877;0.108893;0.029608;0.083597;0.170809;0.095177
02.01.2016 09:30;0.092705;0.084233;0.15125;0.070028;0.036861;0.070028;0.070028;0.049563;0.058571;0.134111;0.078198
02.01.2016 09:45;0.107626;0.055046;0.263736;0.032503;0.03405;0.082633;0.082633;0.043732;0.066027;0.229992;0.095206
02.01.2016 10:00;0.074509;0.06352;0.21821;0.040417;0.030466;0.105535;0.104019;0.045248;0.023035;0.076561;0.091407
02.01.2016 10:15;0.118541;0.074924;0.170138;0.089636;0.026882;0.089636;0.089636;0.052478;0.06475;0.080587;0.09049
02.01.2016 10:30;0.110714;0.018349;0.191022;0.078955;0.044803;0.069401;0.073342;0.048163;0.128819;0.357692;0.085668
02.01.2016 10:45;0.11039;0.039642;0.271694;0.034281;0.045718;0.051798;0.041665;0.053994;0.169556;0.546348;0.08919
02.01.2016 11:00;0.116417;0.051988;0.390895;0.092437;0.077061;0.092437;0.092437;0.039417;0.136725;0.304948;0.128602
02.01.2016 11:15;0.11436;0.038212;0.404538;0.124132;0.074396;0.120569;0.12452;0.058309;0.130531;0.264045;0.144567
02.01.2016 11:30;0.217325;0.047401;0.365777;0.077031;0.191522;0.077031;0.077031;0.045248;0.170577;0.274918;0.145648
02.01.2016 11:45;0.108376;0.032633;0.343458;0.056147;0.215667;0.064429;0.056492;0.05691;0.172402;0.358146;0.12708
02.01.2016 12:00;0.182371;0.052858;0.403454;0.174381;0.166667;0.175214;0.177977;0.048163;0.180286;0.273876;0.182375
02.01.2016 12:15;0.301877;0.047401;0.282679;0.138074;0.174569;0.132791;0.141093;0.055394;0.182717;0.159975;0.165099
02.01.2016 12:30;0.18693;0.036697;0.266876;0.10084;0.356135;0.10084;0.10084;0.043732;0.143336;0.097739;0.154862
02.01.2016 12:45;0.141337;0.033639;0.206171;0.172269;0.403226;0.172269;0.172269;0.045248;0.173673;0.183989;0.172683
02.01.2016 13:00;0.311756;0.040488;0.232342;0.273306;0.310036;0.294025;0.275382;0.170612;0.268863;0.284395;0.25001
02.01.2016 13:15;0.238602;0.032035;0.275111;0.204482;0.38293;0.204482;0.204482;0.081633;0.194242;0.123285;0.211244
02.01.2016 13:30;0.313013;0.042969;0.357928;0.163866;0.263255;0.163866;0.163866;0.099125;0.166428;0.095202;0.206849
02.01.2016 13:45;0.322188;0.036561;0.343477;0.193196;0.607527;0.247213;0.202278;0.144373;0.280979;0.202146;0.275357
02.01.2016 14:00;0.165653;0.058104;0.33281;0.1436;0.534308;0.085905;0.134176;0.115219;0.25959;0.457865;0.205546
02.01.2016 14:15;0.073151;0.05295;0.342363;0.191877;0.318996;0.191877;0.191877;0.156035;0.272997;0.53617;0.204388
02.01.2016 14:30;0.057751;0.039755;0.11118;0.148459;0.123656;0.148459;0.148459;0.109388;0.178409;0.393258;0.117008
02.01.2016 14:45;0.022359;0.048524;0.282575;0.128309;0.134409;0.145901;0.13125;0.084548;0.128785;0.273771;0.131989
02.01.2016 15:00;0.085002;0.026146;0.211464;0.003763;0.18652;0.138655;0.000462;0.090379;0.18592;0.382022;0.102521
02.01.2016 15:15;0.22657;0.044343;0.194662;0.018216;0.102151;0.156495;0.018573;0.078717;0.25639;0.570849;0.111352
02.01.2016 15:30;0.208207;0.027671;0.182411;0.135854;0.067224;0.135854;0.135854;0.081633;0.25162;0.598315;0.128647
02.01.2016 15:45;0.104863;0.010564;0.100319;0.145457;0.179397;0.130521;0.145419;0.061224;0.275984;0.702436;0.114398
02.01.2016 16:00;0.43187;0.050459;0.010038;0.120448;0.175627;0.120448;0.120448;0.059825;0.338058;0.660112;0.132422
02.01.2016 16:15;0.316109;0.05138;0.002394;0.151887;0.170251;0.153501;0.151891;0.067055;0.219767;0.288272;0.130301
02.01.2016 16:30;0.035859;0.008005;0.276295;0.141457;0.18316;0.141457;0.141457;0.075802;0.124513;0.18118;0.137353
02.01.2016 16:45;0.080547;0.06422;0.175423;0.14809;0.039788;0.147916;0.148089;0.083149;0.111773;0.177393;0.11555
02.01.2016 17:00;0.071903;0.087234;0.177394;0.177871;0.129032;0.177871;0.177871;0.087464;0.188518;0.374564;0.138718
02.01.2016 17:15;0.00402;0.070336;0.26284;0.170225;0.1069;0.170244;0.170225;0.052124;0.155759;0.337079;0.131259
02.01.2016 17:30;0.120061;0.297233;0.345369;0.194678;0.145161;0.194678;0.194678;0.080233;0.207407;0.307584;0.186628
02.01.2016 17:45;0.075341;0.30581;0.361241;0.175593;0.089722;0.175591;0.175593;0.084819;0.18683;0.322132;0.171121
02.01.2016 18:00;0.103343;0.335539;0.339089;0.137255;0.00818;0.137255;0.137255;0.081633;0.14307;0.216292;0.14729
02.01.2016 18:15;0.134995;0.050162;0.131441;0.216915;0.136201;0.216916;0.216915;0.071598;0.184633;0.281114;0.149974
02.01.2016 18:30;0.145897;0.279817;0.006675;0.081232;0.102373;0.081232;0.081232;0.086064;0.180139;0.316011;0.089143
02.01.2016 18:45;0.16223;0.116563;0.032329;0.158263;0.114695;0.158263;0.158263;0.090857;0.219009;0.430272;0.119422
02.01.2016 19:00;0.058253;0.221713;0.161755;0.148822;0.114039;0.148822;0.148822;0.003108;0.222202;0.502809;0.11205
02.01.2016 19:15;0.084641;0.265262;0.285714;0.01341;0.081011;0.01341;0.01341;0.030418;0.147026;0.320785;0.086638
02.01.2016 19:30;0.258359;0.123853;0.255618;0.173912;0.172043;0.173912;0.173912;0.08898;0.21972;0.293539;0.178586
02.01.2016 19:45;0.208082;0.030644;0.178964;0.229692;0.084575;0.229692;0.229692;0.05008;0.248566;0.494461;0.15972
02.01.2016 20:00;0.086979;0.144088;0.097331;0.066564;0.111993;0.066564;0.066564;0.077318;0.142499;0.275281;0.084642
02.01.2016 20:15;0.158055;0.126752;0.041962;0.163866;0.116487;0.163866;0.163866;0.08026;0.182433;0.286517;0.121233
02.01.2016 20:30;0.037754;0.103976;0.004164;0.154202;0.105059;0.154202;0.154202;0.080233;0.120311;0.178459;0.095115
02.01.2016 20:45;0.118541;0.159021;0.070869;0.159664;0.164875;0.159664;0.159664;0.101163;0.161225;0.196629;0.130678
02.01.2016 21:00;0.122215;0.216722;0.089754;0.123009;0.123679;0.123009;0.123009;0.077973;0.177095;0.295078;0.113453
02.01.2016 21:15;0.136778;0.197248;0.243328;0.050339;0.034298;0.050339;0.050339;0.077318;0.070793;0.016369;0.100087
02.01.2016 21:30;0.096254;0.090214;0.244261;0.113445;0.195341;0.113445;0.113445;0.036803;0.165112;0.269663;0.126725
02.01.2016 21:45;0.162614;0.099388;0.238619;0.096984;0.163093;0.096984;0.096984;0.115219;0.124762;0.09627;0.138467
02.01.2016 22:00;0.159678;0.103651;0.218876;0.151261;0.137993;0.151261;0.151261;0.051069;0.16116;0.207474;0.140643
02.01.2016 22:15;0.135258;0.120795;0.210361;0.113671;0.105496;0.113671;0.113671;0.025109;0.131735;0.167135;0.114276
02.01.2016 22:30;0.112413;0.13959;0.091158;0.130252;0.020376;0.130252;0.130252;0.099125;0.094343;0.088483;0.103245
02.01.2016 22:45;0.067002;0.105505;0.067504;0.136699;0.143369;0.136699;0.136699;0.070034;0.093858;0.039833;0.104773
02.01.2016 23:00;0.180851;0.047607;0.044076;0.141457;0.075239;0.141457;0.141457;0.074402;0.099163;0.029934;0.106341
02.01.2016 23:15;0.130843;0.045872;0.062794;0.165249;0.078853;0.165249;0.165249;0.076425;0.10898;0.087079;0.113045
02.01.2016 23:30;0.130699;0.036697;0.203973;0.030259;0.055415;0.030259;0.030259;0.081633;0.068185;0.067416;0.082184
02.01.2016 23:45;0.093637;0.016882;0.22135;0.141457;0.005928;0.141457;0.141457;0.072504;0.075434;0.076133;0.113696
03.01.2016 00:00;0.01346;0.01682;0.230184;0.128639;0.009289;0.128639;0.128639;0.069971;0.053315;0.06882;0.100746
03.01.2016 00:15;0.121581;0.011731;0.194662;0.10084;0.09319;0.10084;0.10084;0.084299;0.087234;0.06803;0.110182
03.01.2016 00:30;0.161887;0.025994;0.180388;0.010932;0.086367;0.010932;0.010932;0.069971;0.058225;0.000433;0.076076
03.01.2016 00:45;0.144377;0.030923;0.22292;0.092437;0.077061;0.092437;0.092437;0.055501;0.081031;0.037921;0.107664
03.01.2016 01:00;0.059973;0.03211;0.197943;0.087274;0.076056;0.087274;0.087274;0.072886;0.060863;0.037921;0.095
03.01.2016 01:15;0.088146;0.020379;0.087912;0.084034;0.082437;0.084034;0.084034;0.071534;0.064841;0.031076;0.079898
03.01.2016 01:30;0.064246;0.019878;0.067504;0.100754;0.09107;0.100754;0.100754;0.006745;0.065192;0.032303;0.069194
03.01.2016 01:45;0.083587;0.016436;0.013405;0.084034;0.064516;0.084034;0.084034;0.061224;0.057811;0.023098;0.063422
03.01.2016 02:00;0.063785;0.011778;0.010728;0.086884;0.029876;0.086884;0.086884;0.065559;0.041615;0.00373;0.058111
03.01.2016 02:15;0.059271;0.010587;0.062794;0.085434;0.004715;0.085434;0.085434;0.071487;0.03618;0.007378;0.063166
03.01.2016 02:30;0.062152;0.015291;0.22497;0.077518;0.062724;0.077518;0.077518;0.062435;0.054658;0.036517;0.091548
03.01.2016 02:45;0.050152;0.022936;0.22606;0.089636;0.074947;0.089636;0.089636;0.001268;0.057365;0.034996;0.085345
03.01.2016 03:00;0.047172;0.020882;0.227917;0.055252;0.05914;0.055252;0.055252;0.065656;0.045387;0.033708;0.082281
03.01.2016 03:15;0.06231;0.004521;0.200942;0.058824;0.045519;0.058824;0.058824;0.06783;0.040009;0.013337;0.079223
03.01.2016 03:30;0.072365;0.022936;0.201506;0.057659;0.057348;0.057659;0.057659;0.069971;0.044553;0.007897;0.082688
03.01.2016 03:45;0.053191;0.03509;0.216641;0.067227;0.036783;0.067227;0.067227;0.073432;0.042552;0.019663;0.085038
