time;PV2;PV5;PV6;PV8;Hydro3;lv_rural3;lv_semiurb4;lv_semiurb5;lv_urban6
02.01.2016 15:30;0;0;0;0;0.726744;0;0;0;0
02.01.2016 15:45;0;0;0;0;0.764535;0;0;0;0
02.01.2016 16:00;0;0;0;0;0.732558;0;0;0;0
02.01.2016 16:15;0;0;0;0;0.758721;0;0;0;0
02.01.2016 16:30;0;0;0;0;0.752907;0;0;0;0
02.01.2016 16:45;0;0;0;0;0.744186;0;0;0;0
02.01.2016 17:00;0;0;0;0;0.744186;0;0;0;0
02.01.2016 17:15;0;0;0;0;0.770349;0;0;0;0
02.01.2016 17:30;0;0;0;0;0.718023;0;0;0;0
02.01.2016 17:45;0;0;0;0;0.752907;0;0;0;0
02.01.2016 18:00;0;0;0;0;0.747093;0;0;0;0
02.01.2016 18:15;0;0;0;0;0.741279;0;0;0;0
02.01.2016 18:30;0;0;0;0;0.741279;0;0;0;0
02.01.2016 18:45;0;0;0;0;0.732558;0;0;0;0
02.01.2016 19:00;0;0;0;0;0.735465;0;0;0;0
02.01.2016 19:15;0;0;0;0;0.761628;0;0;0;0
02.01.2016 19:30;0;0;0;0;0.703488;0;0;0;0
02.01.2016 19:45;0;0;0;0;0.732558;0;0;0;0
02.01.2016 20:00;0;0;0;0;0.729651;0;0;0;0
02.01.2016 20:15;0;0;0;0;0.729651;0;0;0;0
02.01.2016 20:30;0;0;0;0;0.729651;0;0;0;0
02.01.2016 20:45;0;0;0;0;0.723837;0;0;0;0
02.01.2016 21:00;0;0;0;0;0.72093;0;0;0;0
02.01.2016 21:15;0;0;0;0;0.758721;0;0;0;0
02.01.2016 21:30;0;0;0;0;0.706395;0;0;0;0
02.01.2016 21:45;0;0;0;0;0.735465;0;0;0;0
02.01.2016 22:00;0;0;0;0;0.703488;0;0;0;0
02.01.2016 22:15;0;0;0;0;0.726744;0;0;0;0
02.01.2016 22:30;0;0;0;0;0.72093;0;0;0;0
02.01.2016 22:45;0;0;0;0;0.72093;0;0;0;0
02.01.2016 23:00;0;0;0;0;0.72093;0;0;0;0
02.01.2016 23:15;0;0;0;0;0.741279;0;0;0;0
02.01.2016 23:30;0;0;0;0;0.69186;0;0;0;0
02.01.2016 23:45;0;0;0;0;0.715116;0;0;0;0
03.01.2016 00:00;0;0;0;0;0.712209;0;0;0;0
03.01.2016 00:15;0;0;0;0;0.703488;0;0;0;0
03.01.2016 00:30;0;0;0;0;0.703488;0;0;0;0
03.01.2016 00:45;0;0;0;0;0.700581;0;0;0;0
03.01.2016 01:00;0;0;0;0;0.700581;0;0;0;0
03.01.2016 01:15;0;0;0;0;0.718023;0;0;0;0
03.01.2016 01:30;0;0;0;0;0.677326;0;0;0;0
03.01.2016 01:45;0;0;0;0;0.700581;0;0;0;0
03.01.2016 02:00;0;0;0;0;0.697674;0;0;0;0
03.01.2016 02:15;0;0;0;0;0.69186;0;0;0;0
03.01.2016 02:30;0;0;0;0;0.697674;0;0;0;0
03.01.2016 02:45;0;0;0;0;0.700581;0;0;0;0
03.01.2016 03:00;0;0;0;0;0.69186;0;0;0;0
03.01.2016 03:15;0;0;0;0;0.715116;0;0;0;0
03.01.2016 03:30;0;0;0;0;0.668605;0;0;0;0
03.01.2016 03:45;0;0;0;0;0.703488;0;0;0;0
03.01.2016 04:00;0;0;0;0;0.674419;0;0;0;0
03.01.2016 04:15;0;0;0;0;0.697674;0;0;0;0
03.01.2016 04:30;0;0;0;0;0.688953;0;0;0;0
03.01.2016 04:45;0;0;0;0;0.69186;0;0;0;0
03.01.2016 05:00;0;0;0;0;0.688953;0;0;0;0
03.01.2016 05:15;0;0;0;0;0.709302;0;0;0;0
03.01.2016 05:30;0;0;0;0;0.665698;0;0;0;0
03.01.2016 05:45;0;0;0;0;0.69186;0;0;0;0
03.01.2016 06:00;0;0;0;0;0.688953;0;0;0;0
03.01.2016 06:15;0;0;0;0;0.68314;0;0;0;0
03.01.2016 06:30;0;0;0;0;0.68314;0;0;0;0
03.01.2016 06:45;0;0;0;0;0.68314;0;0;0;0
03.01.2016 07:00;0;0;0;0;0.68314;0;0;0;0
03.01.2016 07:15;0;0;0;0;0.712209;0.007038;0;0;0
03.01.2016 07:30;0;0;0;0;0.665698;0.014076;0;0;0
03.01.2016 07:45;0;0;0;0;0.697674;0.021115;0;0;0
03.01.2016 08:00;0;0;0;0;0.686047;0.028153;0;0;0
03.01.2016 08:15;0.0174531;0.0235731;0.0233198;0.0141378;0.686047;0.045953;0.023573;0.020629;0.017268
03.01.2016 08:30;0.0349061;0.0471462;0.0466396;0.0282756;0.680233;0.063754;0.047146;0.041258;0.034536
03.01.2016 08:45;0.0523592;0.0707193;0.0699594;0.0424135;0.677326;0.081555;0.070719;0.061887;0.051804
03.01.2016 09:00;0.0698123;0.0942924;0.0932792;0.0565513;0.680233;0.099356;0.094292;0.082515;0.069072
03.01.2016 09:15;0.0523592;0.0877457;0.085117;0.0559092;0.697674;0.094331;0.087746;0.073787;0.065464
03.01.2016 09:30;0.0349061;0.081199;0.0769548;0.0552672;0.65407;0.089306;0.081199;0.065058;0.061856
03.01.2016 09:45;0.0174531;0.0746523;0.0687926;0.0546251;0.68314;0.084282;0.074652;0.05633;0.058247
03.01.2016 10:00;0;0.0681057;0.0606304;0.0539831;0.659884;0.079257;0.068106;0.047601;0.054639
03.01.2016 10:15;0;0.0510792;0.0454728;0.0404873;0.843023;0.074912;0.051079;0.035701;0.040979
03.01.2016 10:30;0;0.0340528;0.0303152;0.0269915;0.90407;0.070568;0.034053;0.023801;0.02732
03.01.2016 10:45;0;0.0170264;0.0151576;0.0134958;0.892442;0.066223;0.017026;0.0119;0.01366
03.01.2016 11:00;0;0;0;0;0.883721;0.061878;0;0;0
03.01.2016 11:15;0;0;0;0;0.880814;0.046409;0;0;0
03.01.2016 11:30;0;0;0;0;0.886628;0.030939;0;0;0
03.01.2016 11:45;0;0;0;0;0.883721;0.01547;0;0;0
03.01.2016 12:00;0;0;0;0;0.880814;0;0;0;0
03.01.2016 12:15;0;0;0;0;0.877907;0;0;0;0
03.01.2016 12:30;0;0;0;0;0.877907;0;0;0;0
03.01.2016 12:45;0;0;0;0;0.875;0;0;0;0
03.01.2016 13:00;0;0;0;0;0.875;0;0;0;0
03.01.2016 13:15;0;0;0;0;0.875;0;0;0;0
03.01.2016 13:30;0;0;0;0;0.886628;0;0;0;0
03.01.2016 13:45;0;0;0;0;0.880814;0;0;0;0
03.01.2016 14:00;0;0;0;0;0.880814;0;0;0;0
03.01.2016 14:15;0;0;0;0;0.880814;0;0;0;0
03.01.2016 14:30;0;0;0;0;0.877907;0;0;0;0
03.01.2016 14:45;0;0;0;0;0.877907;0;0;0;0
03.01.2016 15:00;0;0;0;0;0.875;0;0;0;0
03.01.2016 15:15;0;0;0;0;0.875;0;0;0;0
03.01.2016 15:30;0;0;0;0;0.889535;0;0;0;0
03.01.2016 15:45;0;0;0;0;0.875;0;0;0;0
03.01.2016 16:00;0;0;0;0;0.909884;0;0;0;0
03.01.2016 16:15;0;0;0;0;0.909884;0;0;0;0
03.01.2016 16:30;0;0;0;0;0.906977;0;0;0;0
03.01.2016 16:45;0;0;0;0;0.901163;0;0;0;0
03.01.2016 17:00;0;0;0;0;0.901163;0;0;0;0
03.01.2016 17:15;0;0;0;0;0.898256;0;0;0;0
03.01.2016 17:30;0;0;0;0;0.906977;0;0;0;0
03.01.2016 17:45;0;0;0;0;0.90407;0;0;0;0
03.01.2016 18:00;0;0;0;0;0.901163;0;0;0;0
03.01.2016 18:15;0;0;0;0;0.898256;0;0;0;0
03.01.2016 18:30;0;0;0;0;0.901163;0;0;0;0
03.01.2016 18:45;0;0;0;0;0.898256;0;0;0;0
03.01.2016 19:00;0;0;0;0;0.895349;0;0;0;0
03.01.2016 19:15;0;0;0;0;0.895349;0;0;0;0
03.01.2016 19:30;0;0;0;0;0.909884;0;0;0;0
03.01.2016 19:45;0;0;0;0;0.901163;0;0;0;0
03.01.2016 20:00;0;0;0;0;0.901163;0;0;0;0
03.01.2016 20:15;0;0;0;0;0.898256;0;0;0;0
03.01.2016 20:30;0;0;0;0;0.895349;0;0;0;0
03.01.2016 20:45;0;0;0;0;0.898256;0;0;0;0
03.01.2016 21:00;0;0;0;0;0.895349;0;0;0;0
03.01.2016 21:15;0;0;0;0;0.892442;0;0;0;0
03.01.2016 21:30;0;0;0;0;0.901163;0;0;0;0
03.01.2016 21:45;0;0;0;0;0.886628;0;0;0;0
03.01.2016 22:00;0;0;0;0;0.912791;0;0;0;0
03.01.2016 22:15;0;0;0;0;0.912791;0;0;0;0
03.01.2016 22:30;0;0;0;0;0.906977;0;0;0;0
03.01.2016 22:45;0;0;0;0;0.906977;0;0;0;0
03.01.2016 23:00;0;0;0;0;0.90407;0;0;0;0
03.01.2016 23:15;0;0;0;0;0.90407;0;0;0;0
03.01.2016 23:30;0;0;0;0;0.918605;0;0;0;0
03.01.2016 23:45;0;0;0;0;0.909884;0;0;0;0
04.01.2016 00:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 00:15;0;0;0;0;0.909884;0;0;0;0
04.01.2016 00:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 00:45;0;0;0;0;0.90407;0;0;0;0
04.01.2016 01:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 01:15;0;0;0;0;0.898256;0;0;0;0
04.01.2016 01:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 01:45;0;0;0;0;0.906977;0;0;0;0
04.01.2016 02:00;0;0;0;0;0.906977;0;0;0;0
04.01.2016 02:15;0;0;0;0;0.901163;0;0;0;0
04.01.2016 02:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 02:45;0;0;0;0;0.901163;0;0;0;0
04.01.2016 03:00;0;0;0;0;0.898256;0;0;0;0
04.01.2016 03:15;0;0;0;0;0.898256;0;0;0;0
04.01.2016 03:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 03:45;0;0;0;0;0.889535;0;0;0;0
04.01.2016 04:00;0;0;0;0;0.915698;0;0;0;0
04.01.2016 04:15;0;0;0;0;0.912791;0;0;0;0
04.01.2016 04:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 04:45;0;0;0;0;0.906977;0;0;0;0
04.01.2016 05:00;0;0;0;0;0.906977;0;0;0;0
04.01.2016 05:15;0;0;0;0;0.901163;0;0;0;0
04.01.2016 05:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 05:45;0;0;0;0;0.909884;0;0;0;0
04.01.2016 06:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 06:15;0;0;0;0;0.90407;0;0;0;0
04.01.2016 06:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 06:45;0;0;0;0;0.901163;0;0;0;0
04.01.2016 07:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 07:15;0;0;0;0;0.895349;0;0;0;0
04.01.2016 07:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 07:45;0;0;0;0;0.906977;0;0;0;0
04.01.2016 08:00;0;0;0;0;0.901163;0;0;0;0
04.01.2016 08:15;0.062734;0.023166;0.0529349;0.013687;0.901163;0;0.023166;0.034204;0.022531
04.01.2016 08:30;0.125468;0.046332;0.10587;0.0273741;0.901163;0;0.046332;0.068407;0.045063
04.01.2016 08:45;0.188202;0.069498;0.158805;0.0410611;0.901163;0;0.069498;0.102611;0.067594
04.01.2016 09:00;0.250936;0.0926639;0.211739;0.0547482;0.898256;0;0.092664;0.136814;0.090125
04.01.2016 09:15;0.230241;0.0926433;0.212208;0.0588836;0.895349;0.023879;0.092643;0.131905;0.091619
04.01.2016 09:30;0.209547;0.0926226;0.212677;0.063019;0.901163;0.047759;0.092623;0.126996;0.093114
04.01.2016 09:45;0.188853;0.092602;0.213146;0.0671544;0.886628;0.071638;0.092602;0.122086;0.094608
04.01.2016 10:00;0.168158;0.0925813;0.213615;0.0712898;0.915698;0.095517;0.092581;0.117177;0.096102
04.01.2016 10:15;0.149775;0.0863117;0.190396;0.0683673;0.912791;0.107354;0.086312;0.107107;0.089484
04.01.2016 10:30;0.131392;0.0800421;0.167177;0.0654448;0.912791;0.11919;0.080042;0.097037;0.082866
04.01.2016 10:45;0.113009;0.0737724;0.143958;0.0625222;0.909884;0.131027;0.073772;0.086967;0.076248
04.01.2016 11:00;0.094626;0.0675028;0.120739;0.0595997;0.909884;0.142863;0.067503;0.076897;0.06963
04.01.2016 11:15;0.0984785;0.0644721;0.113783;0.0579012;0.906977;0.150413;0.064472;0.075637;0.067409
04.01.2016 11:30;0.102331;0.0614414;0.106827;0.0562028;0.915698;0.157963;0.061441;0.074378;0.065188
04.01.2016 11:45;0.106184;0.0584107;0.0998708;0.0545043;0.909884;0.165513;0.058411;0.073118;0.062967
04.01.2016 12:00;0.110036;0.05538;0.0929148;0.0528058;0.912791;0.173063;0.05538;0.071858;0.060746
04.01.2016 12:15;0.0995107;0.041535;0.0857339;0.0396044;0.909884;0.166258;0.041535;0.059394;0.048191
04.01.2016 12:30;0.0889852;0.02769;0.078553;0.0264029;0.906977;0.159453;0.02769;0.04693;0.035636
04.01.2016 12:45;0.0784597;0.013845;0.0713721;0.0132015;0.906977;0.152649;0.013845;0.034467;0.02308
04.01.2016 13:00;0.0679342;0;0.0641912;0;0.906977;0.145844;0;0.022003;0.010525
04.01.2016 13:15;0.0509506;0.0137394;0.0678989;0.0161828;0.901163;0.153677;0.013739;0.027299;0.023037
04.01.2016 13:30;0.0339671;0.0274788;0.0716065;0.0323655;0.912791;0.16151;0.027479;0.032596;0.035549
04.01.2016 13:45;0.0169835;0.0412182;0.0753141;0.0485483;0.909884;0.169344;0.041218;0.037892;0.048061
04.01.2016 14:00;0;0.0549576;0.0790217;0.0647311;0.906977;0.177177;0.054958;0.043189;0.060573
04.01.2016 14:15;0;0.0412182;0.0592663;0.0485483;0.909884;0.132883;0.041218;0.032391;0.04543
04.01.2016 14:30;0;0.0274788;0.0395109;0.0323655;0.906977;0.088588;0.027479;0.021594;0.030286
04.01.2016 14:45;0;0.0137394;0.0197554;0.0161828;0.90407;0.044294;0.013739;0.010797;0.015143
04.01.2016 15:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 15:15;0;0;0;0;0.90407;0;0;0;0
04.01.2016 15:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 15:45;0;0;0;0;0.889535;0;0;0;0
04.01.2016 16:00;0;0;0;0;0.918605;0;0;0;0
04.01.2016 16:15;0;0;0;0;0.915698;0;0;0;0
04.01.2016 16:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 16:45;0;0;0;0;0.915698;0;0;0;0
04.01.2016 17:00;0;0;0;0;0.912791;0;0;0;0
04.01.2016 17:15;0;0;0;0;0.909884;0;0;0;0
04.01.2016 17:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 17:45;0;0;0;0;0.918605;0;0;0;0
04.01.2016 18:00;0;0;0;0;0.912791;0;0;0;0
04.01.2016 18:15;0;0;0;0;0.915698;0;0;0;0
04.01.2016 18:30;0;0;0;0;0.912791;0;0;0;0
04.01.2016 18:45;0;0;0;0;0.912791;0;0;0;0
04.01.2016 19:00;0;0;0;0;0.912791;0;0;0;0
04.01.2016 19:15;0;0;0;0;0.906977;0;0;0;0
04.01.2016 19:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 19:45;0;0;0;0;0.912791;0;0;0;0
04.01.2016 20:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 20:15;0;0;0;0;0.912791;0;0;0;0
04.01.2016 20:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 20:45;0;0;0;0;0.909884;0;0;0;0
04.01.2016 21:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 21:15;0;0;0;0;0.90407;0;0;0;0
04.01.2016 21:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 21:45;0;0;0;0;0.889535;0;0;0;0
04.01.2016 22:00;0;0;0;0;0.918605;0;0;0;0
04.01.2016 22:15;0;0;0;0;0.915698;0;0;0;0
04.01.2016 22:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 22:45;0;0;0;0;0.915698;0;0;0;0
04.01.2016 23:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 23:15;0;0;0;0;0.909884;0;0;0;0
04.01.2016 23:30;0;0;0;0;0.918605;0;0;0;0
